goods_no,rank,title,subtitle,author,publisher,publish_date,discount_rate,sale_price,original_price,point,sale_index,review_count,rating
161405494,761,포토샵 AI with 파이어플라이,이미지 보정과 합성부터 AI 기능을 활용한 디자인 창작까지!,JASON KIM,영진닷컴,2025년 11월,10%,22500,25000,"1,250원",705,0,0.0
160603535,762,핸즈온 바이브 코딩,요구사항 정의부터 리팩터링까지 직관이 아닌 원리로 익히는 실전 가이드,정도현,한빛미디어,2025년 10월,10%,19800,22000,"1,100원",1722,32,9.6
160504045,763,"데이터베이스 설계, 이렇게 하면 된다","정규화부터 클라우드 대응 설계, ER 다이어그램 작성, 성능 튜닝, 안티패턴 회피, 실무에서 쓸 수 있는 그레이 노하우까지 담은 전문가의 DB 설계 비법서",미크/윤인성 역,제이펍,2025년 11월,10%,24300,27000,"1,350원",1320,4,9.5
160497918,764,파이썬으로 시작하는 머신러닝+딥러닝,"지금 당장 AI 관련 일을 하고 싶거나, 해야만 하는 당신을 위한 책",강지영,아이리포,2025년 11월,10%,25200,28000,"1,400원",1164,5,10.0
160496360,765,파이썬으로 시작하는 데이터 분석,지금 당장 데이터를 분석해야 하는 당신을 위한 책,강지영,아이리포,2025년 11월,10%,24300,27000,"1,350원",1326,4,10.0
160462767,766,인공지능을 위한 파이썬 첫 걸음,,"김기태, 이초연",BOOKK(부크크),2025년 10월,0%,29300,29300,0원,108,0,0.0
160113470,767,왕초보도 7일 만에 완성하는 동화작가,"챗GPT로 쓰고, 미드저니로 그리고, 캔바로 완성하기","윤서아, 서성미, 유양석, 손미화, 이은순 외 5명 정보 더 보기/감추기 윤서아 서성미 유양석 손미화 이은순 문혜정 석승희 이기정 이성미 임혜경",재노북스,2025년 10월,0%,34000,34000,0원,300,3,10.0
159565758,768,알기 쉬운 사진기능사 실기 교과서,"기초 원리, 실무 노하우, 합격 전략까지 담은 완벽 가이드","김대욱, 이강철, 송호진",에이콘출판사,2025년 10월,10%,18000,20000,"1,000원",576,0,0.0
159499662,769,AI와 정밀 의료,,김효정,커뮤니케이션북스,2025년 10월,0%,12000,12000,0원,234,0,0.0
158727530,770,스타트업 서비스 설계는 처음인데요,"기술 선택부터 인프라 구축, 배포 전략까지 다루는 실전 가이드",강대명,더 타이즈,2025년 10월,10%,29700,33000,"1,650원",2454,2,10.0
155062669,771,예제로 배우는 CATIA V5 기초,,"김한승, 강병호, 김창완",좋은땅,2025년 02월,10%,19800,22000,"1,100원",96,0,0.0
154918142,772,AI 프로덕트 기획과 운영,,"마릴리 니카/오성근, 오용철 역",한빛미디어,2025년 09월,10%,19800,22000,"1,100원",1818,8,9.8
154739766,773,"피피티프로의 피피티. 이럴 땐, 이렇게!","피피티프로의 맞춤 솔루션! 답답하기만 했던 당신의 피피티에, 피피티로 답하다!",피피티프로(이승원),길벗,2025년 10월,10%,22500,25000,"1,250원",600,36,10.0
154288390,774,된다! 네이버 스마트스토어,상위 노출되는 상품 키워드 골라 꾸준히 팔리는 숏폼 마케팅까지!,이경근,이지스퍼블리싱,2025년 10월,10%,21600,24000,"1,200원",3426,10,10.0
154286556,775,Do it! 커서로 시작하는 AI 코딩 입문,"웹 앱 제작, 데이터베이스 연동, 프롬프트 작성법, MCP 연결, 바이브 코딩, 서비스 배포, 깃허브 활용",고경희,이지스퍼블리싱,2025년 09월,10%,20700,23000,"1,150원",4353,20,9.9
154230854,776,코딩테스트로 배우는 파이썬 문제 풀이로 문법과 알고리즘을 한 번에 끝내는 실전 입문서,,엄가온,콩콩 컴퍼니,2025년 09월,0%,19300,19300,0원,192,0,0.0
154159841,777,요즘 개발자를 위한 시스템 설계 수업,기초 개념부터 X·인스타그램·구글 독스·넷플릭스 사례 학습과 면접 대비까지,"디렌드라 신하, 테자스 초프라/양문규 역",길벗,2025년 09월,10%,31500,35000,"1,750원",6402,19,9.7
154102499,778,마인크래프트 RPG 만들기,플러그인 코딩으로 만드는 나만의 RPG 세상,우마공 운영진,영진닷컴,2025년 09월,10%,17820,19800,990원,1056,11,10.0
154076881,779,크리핵티브의 한 권으로 끝내는 웹 해킹 바이블,SQL 인젝션부터 시큐어 코딩까지 이론과 실습으로 익히는 완벽 웹 해킹 가이드,하동민(크리핵티브),한빛미디어,2025년 10월,10%,54000,60000,"3,000원",2370,31,9.7
153913285,780,"챗GPT는 거들 뿐, 생기부는 내가 쓴다",생기부 작성을 위한 GPT-5 사전 학습과 프롬프트 활용 노하우,"장승아, 조원정",위키북스,2025년 09월,10%,14400,16000,800원,2481,0,0.0
153848263,781,처음 배우는 명암·구도·배색 : 그리고 싶은 그림을 배우는 일러스트 기초,,시마자키 조제/고영자 역,영진닷컴,2025년 09월,10%,18000,20000,"1,000원",1146,14,9.9
153663555,782,생성적 디자인,,이진모,우리북,2025년 09월,5%,27450,28900,570원,108,0,0.0
153663554,783,블렌더 3D CG 애니메이션 실전 입문,,나츠모리 카츠/김모세 역,AK(에이케이 커뮤니케이션즈),2025년 09월,5%,37810,39800,"1,190원",816,1,10.0
153499985,784,밑바닥부터 시작하는 웹 브라우저,,"파벨 판체카, 크리스 해럴슨/이형욱, 최병운 역",한빛미디어,2025년 09월,10%,40500,45000,"2,250원",2208,5,10.0
153291063,785,AI융합교육의 이해와 실제,,,홍릉,2025년 08월,0%,29000,29000,0원,108,0,0.0
153156828,786,생각을 맡기는 사람들: 호모 브레인리스,"AI 시대, 생각하기를 포기한 현대인을 위한 경고",안광섭,제이펍,2025년 09월,10%,18000,20000,"1,000원",1464,12,9.3
152815857,787,VPython으로 시작하는 융합 시뮬레이션 수업,"과학과 수학, AI가 더 재미있어지는 3D 코딩 챌린지","송석리, 박솔애",길벗,2025년 09월,10%,22500,25000,"1,250원",4002,1,10.0
152470295,788,LLM 프롬프트 활용 교과서,"챗GPT, 제미나이, 클로드까지 생성형 AI를 제대로 써먹는 질문 공식!",쿠지라 히코즈쿠에/김성훈 역,길벗,2025년 08월,10%,29700,33000,"1,650원",1608,15,9.9
152443479,789,데이터 시각화와 탐색 with POWER BI 3rd,,"마경근, 서주란",영진닷컴,2025년 09월,10%,27000,30000,"1,500원",2472,13,10.0
152302455,790,데이터 리터러시를 높이는 데이터 시각화,숫자를 메시지로 바꾸는 스토리텔링과 그래프 작성,네이선 야우/한상택 역,인사이트(insight),2025년 09월,10%,29700,33000,"1,650원",1662,0,0.0
151789405,791,정지훈의 양자 컴퓨터 강의,AI 다음의 게임 체인저 양자 컴퓨터의 모든 것,정지훈,한빛미디어,2025년 08월,10%,21600,24000,"1,200원",12660,23,9.5
151674795,792,Rocky Linux 9로 리눅스 핵심 이해하기,,"정성재, 배유미, 박정수, 이광용",북스홀릭퍼블리싱,2025년 08월,0%,42000,42000,0원,306,0,0.0
151359723,793,파이토치로 완성하는 실전 강화학습,"REINFORCE, A2C, DQN, DDQN, PPO, A3C 이론과 구현을 한번에!",윤성진,에이콘온,2025년 08월,5%,43700,46000,"1,380원",534,0,0.0
151347071,794,데이터ㆍAI 시스템 아키텍트를 위한 실무 가이드,"데이터 사이언스 기초부터 장애복구와 고가용성 설계까지, AI 시스템 설계 실전 전략",윤대희,위키북스,2025년 08월,10%,37800,42000,"2,100원",666,0,0.0
151270068,795,AI 혁명을 이끈 천재들,"인공지능의 과거, 현재, 미래를 읽다",이승민,좋은습관연구소,2025년 09월,10%,18900,21000,"1,050원",2106,4,10.0
151263244,796,"출근하는 디자이너, 프리랜서 디자이너",,공작슈퍼,길벗,2025년 08월,10%,16920,18800,940원,1068,16,9.9
151041605,797,회사에서 바로 통하는 오토캐드 AutoCAD 2026,"건축, 인테리어, 기계 실무 도면 기본기 완성",심미현,한빛미디어,2025년 08월,10%,26100,29000,"1,450원",2820,19,9.7
150866742,798,LLM 상담과 심리 치료,,강수정,커뮤니케이션북스,2025년 08월,0%,12000,12000,0원,168,0,0.0
150795058,799,딥러닝 제대로 이해하기,딥러닝의 핵심 개념부터 최신 기법까지 이론과 실제의 균형을 담은 깊이 있는 안내서,사이먼 J. D. 프린스/고연이 역,제이펍,2025년 08월,10%,34200,38000,"1,900원",2883,7,9.7
150701473,800,"요즘 AI 에이전트 개발, LLM RAG ADK MCP LangChain A2A LangGraph","60가지 예제로 배우는 인공지능 에이전트 개발, 싱글 Agent부터 멀티 Agent 시스템 설계 및 협업 방식까지",박승규,골든래빗,2025년 08월,10%,28800,32000,"1,600원",8250,0,0.0
150321727,801,AI와 미래 자율 제조,,"원홍인, 이상아, 윤종필, 이상목",커뮤니케이션북스,2025년 08월,0%,12000,12000,0원,168,0,0.0
150093763,802,AX 방법론,AI 전환을 위한 실무 가이드,노주환,공존의미학,2025년 08월,10%,18000,20000,"1,000원",156,0,0.0
150009569,803,나만의 MCP 서버 만들기 with 커서 AI,"현직 AI Specialist에게 배우는 MCP! Cursor AI, Claude Desktop으로 MCP의 기본을 경험한다",서지영,길벗,2025년 07월,10%,21600,24000,"1,200원",5808,18,9.3
149866394,804,AI와 심리상담,,황매향 역,커뮤니케이션북스,2025년 08월,5%,11400,12000,360원,450,0,0.0
149745776,805,만화로 쉽게 배우는 시계열 분석,,다카하시 이치로/권기태 역,성안당,2025년 07월,10%,16200,18000,900원,210,0,0.0
149677992,806,강화 학습,기초 개념부터 최신 알고리즘까지 이론과 실습을 통해 응용으로 가는 길,오일석,한빛아카데미,2025년 07월,0%,38000,38000,0원,768,0,0.0
149607439,807,쉽게 배우고 생활에 바로 쓰는 AI 활용,,오상열,아이콕스(iCox),2025년 08월,10%,13500,15000,750원,1002,2,9.0
149432094,808,오늘부터 회사에서 AI 합니다,,"이활석, 업스테이지 AI 교육 부문",디지털북스,2025년 07월,10%,19800,22000,"1,100원",888,11,10.0
149421496,809,쉽게 배우는 운영체제,,조성호,한빛아카데미,2025년 07월,0%,33000,33000,0원,3270,3,10.0
149405513,810,라이노 3D로 주얼리를 만들자,,김현철,창조와지식,2025년 07월,10%,23400,26000,"1,300원",174,1,10.0
149399250,811,시니어를 위한 디지털 첫걸음,스마트폰부터 AI까지 한 권에 끝내기,"이종구, 이정화, 손미연, 백세균",디지털콘텐츠그룹,2025년 07월,10%,8100,9000,450원,132,0,0.0
149374586,812,AI 의인화,,"김보경, 김소연",커뮤니케이션북스,2025년 07월,0%,12000,12000,0원,84,0,0.0
149225636,813,AI 총정리,,김창익,BOOKK(부크크),2025년 06월,0%,21600,21600,0원,60,0,0.0
149224228,814,모두의 인공지능 with 파이썬,"머신러닝, 딥러닝부터 생성형 AI까지 쉽게 배우는 인공지능 입문서!",이영호,길벗,2025년 07월,10%,27000,30000,"1,500원",2580,14,10.0
148848952,815,AI 융합 교육 교사,,김귀훈,커뮤니케이션북스,2025년 07월,0%,12000,12000,0원,120,0,0.0
148704026,816,마인크래프트 건축 가이드 마법 프로젝트,,Mojang Studio/강세중 역,영진닷컴,2025년 07월,10%,12600,14000,700원,1134,2,10.0
148684384,817,26개 프로젝트로 끝내는 콘텐츠 디자인 with 챗GPT,"SNS 카드 뉴스, 로고, 배너, 삽화, 상세 페이지, 유튜브 숏폼 이미지까지",홍순성,한빛미디어,2025년 07월,10%,25200,28000,"1,400원",1512,17,9.8
148412696,818,AI와 화장품,,"김영삼, 서동만, 조현열",커뮤니케이션북스,2025년 07월,0%,12000,12000,0원,144,0,0.0
148412173,819,외국어 교육의 미래,호모 커뮤니쿠스 AI 세상과 만나는,류태호,경희대학교출판문화원(경희대학교출판부),2025년 07월,0%,24000,24000,0원,528,21,9.8
148408060,820,MOS 365 PowerPoint Associate,,"김경희, 오해강",시대인,2025년 06월,10%,13500,15000,750원,756,8,9.8
148184558,821,따라 하며 배우는 유니티 게임 개발,프로그래밍 없이도 누구나 쉽게 만드는 2D & 3D 게임,"아라카와 다쿠야, 아사노 유이치/윤준 역",한빛미디어,2025년 06월,10%,21600,24000,"1,200원",1116,3,9.3
148184184,822,"코드 너머, 회사보다 오래 남을 개발자",소프트 스킬 · 개발문화 · 퍼스널 브랜딩으로 확보하는 결정적 경쟁력,"김상기, 배문교, 이동현, 이상아, 이수형 외 2명 정보 더 보기/감추기 김상기 배문교 이동현 이상아 이수형 차지현 황성재",한빛미디어,2025년 06월,10%,21600,24000,"1,200원",1458,8,9.8
148181079,823,실무에서 SQL을 다루는 기술,"PostgreSQL부터 MySQL, SQLite까지",마크 사이먼/조은옥 역,한빛미디어,2025년 06월,10%,29700,33000,"1,650원",1260,8,9.8
148121707,824,헬로메이플 코딩챌린지,,코딩연구소,마린북스,2025년 06월,10%,13500,15000,750원,1458,1,10.0
148041343,825,경험에서 배운다! 실전 데이터 분석 35,데이터 분석가부터 AI 엔지니어까지 누구나 알아야 할 데이터 노하우,"다카하시 이치로, 시라이시 타쿠야, 시미즈 아키에/신정원 역/권정민 감수",책만,2025년 07월,10%,18000,20000,"1,000원",1038,10,10.0
148025270,826,핸즈온 생성형 AI,"GPT, 라마, 뮤직젠, 스테이블 디퓨전으로 배우는 트랜스포머와 확산 모델 활용법","오마르 산세비에로, 페드로 쿠엥카, 아폴리나리우 파소스, 조나단 휘태커/장윤경 역",한빛미디어,2025년 06월,10%,35100,39000,"1,950원",1200,10,10.0
147983588,827,생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,GenAI 국제자격증 활용으로 생성형 AI를 조직에 수월하게 도입하기!,권원일,STA(소프트웨어테스팅연구소),2025년 06월,10%,27000,30000,300원,630,0,0.0
147977536,828,Java의 정석,,남궁성,도우출판,2025년 06월,5%,38000,40000,"1,200원",3942,47,10.0
147974853,829,심각한 테라폼 중독입니다,"테라폼, 제대로 쓰고 싶은 이들을 위한 인프라 코드 가이드","홍수민, 정윤의",제이펍,2025년 07월,10%,25200,28000,"1,400원",1116,4,10.0
147871988,830,Do it! 플러터 앱 개발&출시하기,AI 시대에 통하는 ‘수익화 앱’을 만든다!,조준수,이지스퍼블리싱,2025년 07월,10%,32400,36000,"1,800원",2250,7,10.0
147867784,831,MOS 365 Word Associate,,"김경희, 오해강",시대인,2025년 06월,10%,13500,15000,750원,582,9,10.0
147648741,832,이것이 스프링 부트다 with 자바,"JPA와 AWS, 챗GPT까지 스프링 부트를 활용한 백엔드 프로젝트 실습서",김희선,한빛미디어,2025년 06월,10%,32400,36000,"1,800원",2124,29,9.9
147569950,833,기후 위기와 인공지능,,이천환,커뮤니케이션북스,2025년 06월,0%,12000,12000,0원,378,0,0.0
147563578,834,에듀테크를 위한 교육 콘텐츠 기획 바이블,몰입과 성장을 이끄는 학습 경험 디자인,도널드 클라크/오은수 역,유엑스리뷰,2025년 06월,10%,31500,35000,"1,750원",306,4,10.0
147562377,835,C# 교과서,"C#, 기초부터 제대로 배우자!",박용준,길벗,2025년 06월,10%,35100,39000,"1,950원",1662,14,9.7
147561951,836,AI 게임 디자인,"상상만 하던 게임, 직접 디자인해볼까? 캐릭터, 세계관 구축부터 UI 디자인까지","박범희, 앤미디어",길벗,2025년 06월,10%,28800,32000,"1,600원",1014,11,10.0
147341992,837,노야의 어디서든 3D 모델링 with 노마드 스컬프,"아이패드 하나로 브러시 제작부터 캐릭터 모델링, 아트토이 출력까지",김민석(노야),비제이퍼블릭(BJ퍼블릭),2025년 06월,10%,22500,25000,"1,250원",864,24,9.8
147338262,838,AI로 하루 만에 영상 만들기 with 런웨이,어비와 레드라쿤과 함께 배우는 생성형 AI 제작 노하우 가이드북,"송태민, 서광민",한빛미디어,2025년 06월,10%,18000,20000,"1,000원",2022,30,9.6
147132535,839,코딩런 픽셀월드 대모험 피스켈&엔트리,,코딩연구소,마린북스,2025년 05월,10%,13500,15000,750원,540,0,0.0
147056022,840,AI와 비판적 포스트휴머니즘,,박휴용,커뮤니케이션북스,2025년 06월,0%,12000,12000,0원,114,0,0.0
147035187,841,한글 2022로 문서 꾸미기,,전경숙,교학사,2025년 06월,10%,10800,12000,600원,930,0,0.0
146705191,842,UX/UI 디자이너를 위한 실무 피그마,디자인 시스템에서 개발 전달까지,클레어 정,한빛미디어,2025년 05월,10%,25200,28000,"1,400원",2658,14,10.0
146355057,843,처음부터 제대로 배우는 도커/쿠버네티스 컨테이너 개발과 운영,"컨테이너 기초부터 배포, 앱 구축, 패키징, 클라우드 운영, CD 자동화까지",야마다 아키노리/이춘혁 역,제이펍,2025년 05월,10%,36000,40000,"2,000원",1776,3,7.3
146327472,844,러닝 랭체인,"랭체인과 랭그래프로 구현하는 RAG, 에이전트, 인지 아키텍처","메이오 오신, 누노 캄포스/강민혁 역",한빛미디어,2025년 05월,10%,25200,28000,"1,400원",2388,26,9.5
146318737,845,애자일 프랙티스,팀으로 성과를 내기 위한 개발 기술의 실천 지식,"츠네마츠 유이치/류승우 역/가와구치 야스노부, 마츠모토 켄 감수",영진닷컴,2025년 05월,10%,21600,24000,"1,200원",306,10,10.0
146312659,846,애자일 회고,나와 팀의 자발적인 성장을 이끄는,모리 카즈키/류승우 역,영진닷컴,2025년 05월,10%,21600,24000,"1,200원",216,10,9.6
146036238,847,어른들을 위한 가장 쉬운 컴퓨터,,혜지원 기획팀,혜지원,2025년 05월,10%,13500,15000,750원,330,1,10.0
146012578,848,AI와 게임 인문학 (큰글자책),,박주희,커뮤니케이션북스,2025년 04월,0%,25000,25000,0원,60,0,0.0
145994158,849,나 혼자 한다 프리미어 프로 & 애프터 이펙트 CC 2025,,"김성준, 김두한",성안당,2025년 04월,10%,26100,29000,"1,450원",414,0,0.0
145655968,850,인공지능은 생각하지 않는다,인공지능에 관한 꼭 알아야 할 오해와 진실,김송규,좋은습관연구소,2025년 05월,10%,16650,18500,920원,732,18,9.2
145417424,851,"AI 대전환 시대, 나는 리더",리더는 지금 무엇을 준비해야 하는가?,"김기진, 황교석, 이재실, 최규철, 김택수 외 5명 정보 더 보기/감추기 김기진 황교석 이재실 최규철 김택수 마은경 이소민 채명석 김대경 최준오",에릭스토리,2025년 04월,10%,15300,17000,850원,120,0,0.0
145279038,852,AUTODESK Fusion 360 CAM 밀링 기본편,CAM을 처음 하시는 분들을 위한 실무 가이드,"심은렬, 배영후",청담북스,2025년 04월,5%,33250,35000,700원,300,0,0.0
145220345,853,알고리즘으로 철학하기,"코드 너머의 사유, 기술과 존재를 잇다",변정수,이상북스,2025년 04월,10%,23400,26000,"1,300원",300,1,10.0
145043845,854,"AI 대전환 시대, 질문을 디자인하라",ChatGPT를 사고 파트너로 만드는 질문 설계의 기술,김기진,에릭스토리,2025년 04월,10%,13500,15000,750원,282,1,10.0
145022203,855,AI와 미래 사회,,손현주,커뮤니케이션북스,2025년 04월,0%,12000,12000,0원,1170,0,0.0
145011592,856,모던 C#,타입 시스템 마스터하기,스티브 러브/김모세 역,영진닷컴,2025년 04월,10%,27000,30000,"1,500원",312,11,9.5
144980037,857,예제로 배우는 C++ STL,,빌 와인먼/유동환 역,영진닷컴,2025년 04월,10%,29700,33000,"1,650원",510,11,9.5
144979268,858,윌 라슨의 엔지니어링 리더십,테크 리더를 위한 성공 전략,윌 라슨/임백준 역,한빛미디어,2025년 04월,10%,23400,26000,"1,300원",684,7,9.7
144693678,859,인스타그램 마케팅으로 돈벌기,돈 되는 인스타그램 브랜딩부터 마케팅 전략까지,최영인,성안당,2025년 04월,10%,22500,25000,"1,250원",1464,38,9.9
144692024,860,온라인판매 핵심 비밀노트(초보자를 위한),,김태호,중앙경제평론사,2025년 04월,10%,22500,25000,"1,250원",642,21,10.0
144688663,861,딥페이크 생성과 탐지,,유하진,커뮤니케이션북스,2025년 04월,0%,12000,12000,0원,108,0,0.0
144687205,862,생성 AI를 활용한 나만의 콘텐츠 만들기,"텍스트, 이미지, 오디오, 비디오 생성 AI 활용 가이드북",김민후,영진닷컴,2025년 04월,10%,22500,25000,"1,250원",846,5,10.0
144546046,863,어른을 위한 이것이 인공지능이다,AI의 역사부터 기초 지식과 활용 사례까지 인공지능의 모든 것,김명락,슬로디미디어,2025년 04월,10%,15120,16800,840원,156,3,10.0
144487860,864,30가지 패턴으로 배우는 분산 시스템 설계와 구현 기법,,"운메시 조시/이도경, 김영준, 정재부 역",인사이트(insight),2025년 04월,10%,31500,35000,"1,750원",846,3,9.3
144132428,865,아두이노로 만드는 스마트 자동차,,장문철,먼슬리북스,2025년 03월,10%,21150,23500,"1,170원",216,6,8.0
144129260,866,교사를 위한 생성형 AI 활용 수업,생성형 AI를 수업에 쉽게 적용할 수 있도록 돕는 기초 안내서,김종혜,생능북스,2025년 04월,10%,14400,16000,800원,1422,15,9.6
144048800,867,CATIA(카티아) 쉽게 따라하기,,정경애,구민사,2025년 04월,10%,28800,32000,320원,1212,0,0.0
144043886,868,이토록 쉬운 IT 인프라 기초,비전공자도 한 번에 이해하는 IT 서비스 개발과 운영의 모든 것,장두환,루비페이퍼,2025년 04월,10%,19800,22000,"1,100원",1518,9,9.8
144043578,869,50개의 프로젝트로 완성하는 파이썬 업무 자동화,프로젝트 따라하기로 업무 자동화 일잘러 되기!,오토코더,위즈앤북,2025년 03월,10%,19800,22000,"1,100원",714,12,10.0
143909071,870,챗GPT 일타강사의 직장인 업무 만렙 공략집,"칼퇴는 기본, 성과는 폭발! 프로 일잘러가 몰래 쓰는 업무 스킬",이승필,한빛미디어,2025년 03월,10%,21600,24000,"1,200원",2154,31,9.2
143837563,871,정보전략계획 ISP 수립 실무,환경 분석에서 이행계획 수립까지 실패하지 않는 ISP 컨설팅 노하우,한필순,북랩,2025년 03월,10%,16200,18000,900원,330,0,0.0
143786416,872,교사를 위한 패들렛 Padlet,기초부터 심화까지/학생참여형수업/샌드박스/패들렛AI/템플릿 및 기능별 수업 활용 사례,안익재,앤써북,2025년 03월,10%,15120,16800,840원,11631,47,10.0
143753715,873,요즘 우아한 AI 개발,"머신러닝에서 GPT, LLM, 생성형 AI, MLOps까지, 배달의민족 실제 프로젝트로 엿보는 AI 활용 이야기",우아한형제들,골든래빗,2025년 04월,10%,21600,24000,"1,200원",3006,16,9.8
143650322,874,메타버스와 인공지능 교육,,한송이,커뮤니케이션북스,2025년 03월,0%,12000,12000,0원,114,0,0.0
143604796,875,한 권으로 끝내는 미드저니,원하는 이미지를 정확하게 생성하는 테크닉,민자경,에듀웨이,2025년 04월,10%,20700,23000,"1,150원",492,12,9.0
143513509,876,아이패드 디지털 캘리그라피 N잡러 되기,디지털 캘리그라피 수익 창출 방법을 한 권으로,우연주,아티오,2025년 03월,10%,17550,19500,970원,306,9,10.0
143513000,877,AX2025 세상을 변화시키는 AX,AX가 열어가는 일상의 혁신 세상의 변화,윤커뮤니케이션즈 디지털미디어랩,연두에디션,2025년 02월,0%,19000,19000,0원,324,19,9.6
143343835,878,"UX/UI 디자인 완벽 가이드: UI, 인터랙션, 프로토타이핑 편","이론부터 실무까지, 한 권으로 완성하는 UX/UI 설계 노하우","조성봉, 이정은",위키북스,2025년 03월,10%,25200,28000,"1,400원",366,2,10.0
143285715,879,블렌더 3D&AI,,"오창근, 장윤제",성안당,2025년 03월,10%,27000,30000,"1,500원",966,38,9.4
143256991,880,장애인을 만난 AI,,이인구,커뮤니케이션북스,2025년 03월,0%,12000,12000,0원,138,0,0.0
143084931,881,인공지능과 신약 개발,,정명희,커뮤니케이션북스,2025년 03월,0%,12000,12000,0원,138,0,0.0
143081338,882,일반통계학,,서울대학교 자연과학대학 통계학과,한빛아카데미,2025년 03월,0%,35000,35000,0원,1944,0,0.0
143046524,883,인공지능의 몸들,,심귀연,커뮤니케이션북스,2025년 02월,0%,12000,12000,0원,192,0,0.0
142955710,884,AI와 함께 일하는 법,직장인의 숨겨진 잠재력을 깨우는 45가지 LLM 프롬프트 처방전,김철수,위키북스,2025년 03월,10%,16200,18000,900원,750,4,8.0
142951442,885,AI와 아트세러피,,"엄정호, 최윤정, 김기성",커뮤니케이션북스,2025년 02월,0%,12000,12000,0원,108,0,0.0
142844457,886,컴퓨팅 사고와 정보과학 : 2024년도 기출문제집(중·고등학생용),,한국비버챌린지 (Bebras Korea),생능출판사,2025년 03월,10%,13500,15000,0원,1740,10,10.0
142844446,887,컴퓨팅 사고와 정보과학 : 2024년도 기출문제집(초등학생용),,한국비버챌린지 (Bebras Korea),생능출판사,2025년 03월,10%,11700,13000,130원,786,10,10.0
142806346,888,그림으로 배우는 도커,개념부터 환경 구축까지 단계별로 익히는 도커,스즈키 료/서수환 역,한빛미디어,2025년 02월,10%,29700,33000,"1,650원",348,13,9.1
142690359,889,Kotlin in Action 2/e,코틀린 컴파일러 개발자가 직접 알려주는 코틀린 언어 핵심,"세바스티안 아이그너, 로만 엘리자로프, 스베트라나 이사코바, 드미트리 제메로프/오현석 역",에이콘출판사,2025년 02월,10%,43200,48000,"2,400원",1644,2,10.0
142610697,890,쉽게 배우는 요즘 실무 엑셀,,정호준,시대인,2025년 02월,10%,18000,20000,"1,000원",222,8,10.0
142572387,891,처음 시작하는 디지털 드로잉 with 스케치북,,이은지,시대인,2025년 02월,10%,17100,19000,950원,2916,14,9.9
142569581,892,트래픽을 쓸어 담는 SEO 마케팅,기본기를 탄탄하게 다져주는 검색엔진 최적화 가이드,"김건오, 양효원",e비즈북스,2025년 02월,10%,23400,26000,"1,300원",1032,0,0.0
142566101,893,AI와 미디어 아트,,최지원,커뮤니케이션북스,2025년 02월,0%,12000,12000,0원,72,0,0.0
142565684,894,AI를 활용한 숏폼영상 제작가이드,,장세인,위메이크북,2025년 02월,10%,18000,20000,"1,000원",648,0,0.0
142278561,895,NEW 쪼물쪼물 내 친구 게임 타자왕,윈도우+한컴타자,놀이교육콘텐츠랩,마린북스,2025년 02월,10%,10800,12000,600원,1350,0,0.0
142271059,896,쉽게 배우는 MS Project 2024,,안재성,제이에스캠퍼스,2025년 03월,5%,42750,45000,900원,306,1,2.0
141900605,897,"일잘러의 비밀, 챗GPT와 GPTs로 나만의 AI 챗봇 만들기","테디노트와 AI 전문가가 알려주는 챗GPT 업무 활용법+o1, 소라, 서치, 캔버스 활용 팁","이경록, 김정욱",한빛미디어,2025년 02월,10%,21600,24000,"1,200원",1842,27,9.6
141853301,898,위험한 인공지능,"AI가 무기가 된 세상, AI로 맞서는 보안 전문가를 위한 실전 가이드","서준석, 윤장호",위키북스,2025년 02월,10%,18000,20000,"1,000원",354,1,10.0
141731540,899,대표 전략으로 입문하는 미국 주식 퀀트 투자,파이썬으로 체득하는 전략 구현·최적화·백테스트,이용환,프리렉,2025년 02월,10%,27000,30000,"1,500원",504,14,9.3
141695114,900,왕초보 맞춤형 랜선 사수 올이 엑셀,"쉽게 배우고, 빠르게 쓰는 직장인 실무 엑셀! 차원이 다른 엑셀 입문서!",올이,한빛미디어,2025년 01월,10%,18900,21000,"1,050원",678,28,9.8
141402589,901,대규모 리액트 웹 앱 개발,확장 가능한 대규모 자바스크립트 웹 애플리케이션을 구축하는 방법,"애디 오스마니, 하산 지르데/김모세 역",제이펍,2025년 02월,10%,25200,28000,"1,400원",270,7,10.0
141331756,902,스마트폰과 AI로 소통하는 새로운 세상,시니어를 위한 친절한 디지털 친구 만들기,"이종구, 이태훈, 어현경, 지영희",디지털콘텐츠그룹,2025년 01월,10%,16200,18000,900원,120,0,0.0
141262171,903,된다! 맥북&아이맥 - 맥OS 세쿼이아 판,,"쌤쌤티비, 케이트",이지스퍼블리싱,2025년 01월,10%,17100,19000,950원,2034,7,10.0
141218965,904,C 언어 마스터,5단계 반복 학습으로 배우는,문석재,한빛아카데미,2025년 01월,0%,32000,32000,960원,1572,0,0.0
141196002,905,스토리보드 그리고 AI,,김종율,비엘북스,2025년 01월,10%,23400,26000,"1,300원",1290,1,10.0
141195086,906,머신 러닝 마스터 클래스,기본기를 바로잡는 9가지 레슨,민재식,인사이트(insight),2025년 01월,10%,22500,25000,"1,250원",414,13,10.0
