goods_no,rank,title,subtitle,author,publisher,publish_date,discount_rate,sale_price,original_price,point,sale_index,review_count,rating
190213684,192,이것이 멀티 에이전트다,"싱글 에이전트부터 멀티 에이전트까지, MCP와 A2A로 구현하는 에이전트 시스템 개발 | Cursor 최신 버전 반영, 9가지 실습 프로젝트 수록",서지영,한빛미디어,2026년 06월,10%,31500,35000,"1,750원",714,10,9.4
189628201,193,AI 바이브 코딩 마스터,Lovable로 만드는 5가지 프로젝트,"정의석, 정윤식",영진닷컴,2026년 05월,10%,32400,36000,"1,800원",570,23,10.0
189627877,194,비개발자도 클로드 코드로 쉽게 만드는 AI 웹 서비스,기획 및 설계부터 개발 및 배포까지 혼자서 완성하는 AI 웹 실전 가이드,최원재,위즈앤북,2026년 05월,10%,22500,25000,"1,250원",426,1,10.0
189360735,195,"3주 완성 초등 AI 웹툰 With 투닝, 망고툰",교과서 예제로 배우는,한송이 글,서사원주니어,2026년 05월,10%,18000,20000,"1,000원",1596,40,10.0
187519430,196,에이전트 시대의 AI 시스템 설계,"RAG, 최적화, 가드레일로 완성하는 32가지 프로덕션 패턴","발리아파 락슈마난, 하네스 막스 하프케/류광 역",한빛미디어,2026년 04월,10%,37800,42000,"2,100원",2583,12,9.7
186939301,197,바이브 코딩 with 구글 안티그래비티,코드 한 줄 몰라도 내 손으로 만드는 12가지 웹/앱 서비스,노성환,영진닷컴,2026년 04월,10%,16200,18000,900원,996,34,9.8
186936350,198,요즘 교실 혁신의 공식 AI·에듀테크 활용법 with 2022 개정 교육과정,"바로 쓸 수 있는 실제 활용법 : 투닝, 캔바, 제미나이, 에듀테크, 수업용AI, 학년별AI, 수업·업무 자동화 활용, 사회정서학습, 디지털 문해력",진제헌,앤써북,2026년 05월,10%,20970,23300,230원,1671,6,10.0
183756523,199,앗싸 나도 되네! 오늘부터 바로 써먹는 AI 보험영업 활용법,대수굿쌤의 AI활용 실전 프롬프트 67가지,조대수,재노북스,2026년 03월,10%,25200,28000,"1,400원",2646,1,10.0
180488781,200,파이토치로 배우는 LLM & AI,"머신러닝 기초부터 RAG, LLM 미세 튜닝, 스테이블 디퓨전까지 코드로 마스터하기",로런스 모로니/박해선 역,한빛미디어,2026년 03월,10%,32400,36000,"1,800원",1644,3,10.0
177894447,201,누구나 아는 나만 모르는 챗GPT(개정판) : 세상에서 가장 쉬운 챗GPT & AI 입문서,"ChatGPT, 챗GPT-이미지, 제미나이, 나노바나나 프로, 노트북LM, Sora 2, Suno, 감마, 냅킨",이성원,한빛미디어,2026년 02월,10%,17100,19000,950원,4572,33,9.6
173657299,202,초등학생을 위한 AI 미래 지식 74,,김영현 글/최정을 그림,길벗스쿨,2026년 01월,10%,15300,17000,510원,3351,29,9.9
168561327,203,"어쨌든, 바이브 코딩",코딩을 몰라도 50개 앱과 웹사이트를 AI와 LLM을 활용해서 개발한다,코다프레스/양희은 역,인사이트(insight),2025년 12월,10%,19800,22000,"1,100원",3804,45,9.9
167431026,204,소프트웨어 아키텍처 The Basics,모던 엔지니어링을 위한 소프트웨어 아키텍처의 모든 것,"마크 리처즈, 닐 포드/류광, 307번역랩 역",한빛미디어,2025년 11월,10%,38700,43000,"2,150원",1944,15,9.9
150308211,205,"오늘을 남기는 기록, 스마트폰 사진 촬영&보정",22만 팔로워가 사랑한 민썸의 라이트룸 레시피,민썸,이지스퍼블리싱,2025년 08월,10%,18900,21000,"1,050원",7620,20,9.9
149190058,206,디자인 트렌드 아카이브 포토샵 & 일러스트레이터,트렌디한 효과부터 최신 AI 기능까지 디자인 실무 감각 트레이닝,김혜주,제이펍,2025년 07월,10%,21600,24000,"1,200원",3210,14,9.9
147103661,207,처음이야? 파이썬 기초,동영상 강의로 배우는 292개 코드 따라하기(핵심노트+오픈채팅+스터디),"윤영빈, 오환, 이용희",영진닷컴,2025년 06월,10%,18000,20000,"1,000원",2490,9,10.0
147034290,208,2022 개정과 IB 교육 철학을 적용한 초등 개념기반 탐구수업•서술형평가 설계와 실천,"깊이있는 학생주도 수학탐구수업, 핵심아이디어 연계 핵심전이과제, 수학 서술형평가 체계적 접근, 다했니? AI 쫑알이 활용",진경오,앤써북,2025년 05월,10%,18900,21000,"1,050원",3438,12,9.8
146036009,209,Do it! LLM을 활용한 AI 에이전트 개발 입문,GPT API+딥시크+라마+랭체인+랭그래프+RAG,이성용,이지스퍼블리싱,2025년 05월,10%,31500,35000,"1,750원",15228,23,9.7
145963641,210,아이패드 드로잉으로 기록하는 일상의 조각들,나 혼자 조금씩 그려보는 열두 달 소품과 풍경 그림,이이오,한빛라이프,2025년 05월,10%,19800,22000,"1,100원",1728,10,10.0
142201171,211,마법 같은 영상 제작을 위한 스마트폰 촬영 및 편집 with 캡컷,"릴스 마법사 롱제이의 인스타그램, 유튜브 채널 운영을 위한 숏폼 영상 촬영 편집 꿀팁!",김지희,시프트,2025년 03월,10%,20700,23000,"1,150원",11700,32,9.9
132412221,212,NEW 우당탕탕 한글 2020/2022로 문서만들기,,교재개발팀,마린북스,2024년 08월,10%,12600,14000,700원,2613,1,10.0
129133723,213,Do it! HTML+CSS+자바스크립트 웹 표준의 정석,한 권으로 끝내는 웹 기본 교과서,고경희,이지스퍼블리싱,2024년 07월,10%,28800,32000,"1,600원",3798,86,9.6
125677017,214,이것이 자바다,교육 현장에서 가장 많이 쓰이는 JAVA 프로그래밍 기본서,"신용권, 임경균",한빛미디어,2024년 04월,10%,34200,38000,"1,900원",3468,65,9.9
125402602,215,메이커 다은쌤의 틴커캐드 3D 모델링과 심랩 Tinkercad Sim Lab,,전다은,영진닷컴,2024년 03월,10%,16200,18000,900원,2739,19,9.8
124821050,216,혼자 공부하는 자바,,신용권,한빛미디어,2024년 02월,10%,25200,28000,"1,400원",3198,91,9.8
124138645,217,가상 면접 사례로 배우는 대규모 시스템 설계 기초 2,,"알렉스 쉬, 산 람/이병준 역",인사이트(insight),2024년 01월,10%,32400,36000,"1,800원",3354,23,9.7
122966082,218,F1 레이스카의 공기역학,F1 No.1 해설가 윤재수가 말하는 공기역학을 알면 F1이 보인다,윤재수/김효원 감수,골든래빗,2023년 11월,10%,45000,50000,"2,500원",2700,2,10.0
122338517,219,핸즈온 머신러닝,"사이킷런, 케라스, 텐서플로 2로 완벽 이해하는 머신러닝, 딥러닝 이론 & 실무",오렐리앙 제롱/박해선 역,한빛미디어,2023년 09월,10%,54000,60000,"3,000원",4446,39,9.7
119267145,220,린 스타트업 (10주년 기념판),"린 캔버스 창시자가 전하는 설계, 검증, 성장 3단계 스타트업 가이드",애시 모리아/권혜정 역,한빛미디어,2023년 06월,10%,21600,24000,"1,200원",3390,34,9.8
116924336,221,파이썬 코딩 도장,"따라하기, 연습하기, 심사하기로 배우는 파이썬",남재윤,길벗,2023년 01월,10%,27000,30000,"1,500원",2172,35,9.8
114998692,222,Do it! 자료구조와 함께 배우는 알고리즘 입문 C 언어 편 (전면 개정판),,시바타 보요/강민 역,이지스퍼블리싱,2022년 10월,10%,21600,24000,"1,200원",1086,10,9.5
113485068,223,후니의 쉽게 쓴 시스코 네트워킹,,진강훈 등저,성안당,2024년 08월,10%,38700,43000,"2,150원",4194,7,9.4
107077663,224,실용주의 프로그래머,,"데이비드 토머스, 앤드류 헌트/정지용 역/김창준 감수",인사이트(insight),2022년 02월,10%,29700,33000,"1,650원",2418,12,9.2
102819435,225,가상 면접 사례로 배우는 대규모 시스템 설계 기초,,알렉스 쉬/이병준 역,인사이트(insight),2021년 07월,10%,21600,24000,"1,200원",6300,60,9.4
91574113,226,딥러닝을 위한 선형대수학,,길버트 스트랭/부산대학교 산업수학센터(FFMIMC) 역,한빛아카데미,2020년 08월,10%,34200,38000,"1,900원",1158,5,7.4
91165789,227,비전공자를 위한 이해할 수 있는 IT 지식,IT시대의 필수 교양서,최원영,티더블유아이지,2020년 07월,10%,15120,16800,840원,5502,138,8.8
91071614,228,한컴오피스 2020 한글+한셀+한쇼+한워드,,"㈜한글과컴퓨터, 허미현, 부성순",영진닷컴,2020년 07월,10%,17100,19000,950원,2574,13,10.0
84645870,229,된다! 파워포인트 실무의 신,한 번 배우면 평생 시간 버는 입문서,"김지훈, 김봉정, 박성용",이지스퍼블리싱,2019년 12월,10%,17550,19500,970원,906,33,9.6
76182394,230,된다! 7일 실무 엑셀,‘짤막한 강좌’ 한쌤의 특별 과외,한정희,이지스퍼블리싱,2019년 07월,10%,18000,20000,"1,000원",3594,100,9.8
69750539,231,C언어로 쉽게 풀어쓴 자료구조,,"천인국, 공용해, 하상호",생능출판사,2019년 02월,0%,29000,29000,870원,6948,39,9.5
35094862,232,Do it! C 언어 입문,,김성엽,이지스퍼블리싱,2017년 01월,10%,22500,25000,"1,250원",1854,75,9.4
15238736,233,사용자를 생각하게 하지 마!,웹과 모바일 사용성 원칙으로 디자인하는 UX,스티브 크룩 / 이미령 역,인사이트(insight),2014년 11월,10%,16200,18000,900원,2514,24,9.7
11681152,234,Clean Code 클린 코드,애자일 소프트웨어 장인 정신,"로버트 C. 마틴/박재호, 이해영 역",인사이트(insight),2013년 12월,10%,29700,33000,"1,650원",4722,101,9.5
11523815,235,좋은 사진을 만드는 정승익의 사진 구도,,정승익,한빛미디어,2013년 11월,10%,17100,19000,950원,4689,65,9.5
3423280,236,데이타베이스 시스템,,이석호,정익사,2014년 08월,5%,34200,36000,0원,1152,9,9.2
192038123,237,AI 에이전트와 애플리케이션,"LangChain, LangGraph, MCP 실전 가이드",로베르토 인판테/이병욱 역,에이콘출판사,2026년 06월,10%,36000,40000,"2,000원",450,0,0.0
191855007,238,스토리 창작자를 위한 AI 활용 가이드,"캐릭터 설정부터 스토리 전개까지, 글쓰기 효율을 끌어올리는 챗GPT 사용법","야마카와 겐이치, 이마이 아키히코, 아시자와 가모메/송경원 역",요다,2026년 06월,10%,16200,18000,900원,786,4,10.0
191697558,239,LUVIT♥ EPL과 유튜브 데이터로 배우는 DuckDB,"SQL 분석부터 파이썬을 활용한 데이터 시각화, 대시보드 실습까지",이기준,제이펍,2026년 06월,10%,27000,30000,"1,500원",408,1,10.0
191580688,240,Do it! 스프링 AI를 활용한 AI 에이전트 개발 입문,LLM+RAG+도구 호출+MCP+멀티모달+벡터 DB,박매일,이지스퍼블리싱,2026년 06월,10%,30600,34000,"1,700원",618,4,10.0
191208982,241,파이썬의 도구들,22가지 라이브러리와 REST API로 만드는 9개의 완성품,정국진,영진닷컴,2026년 06월,10%,21600,24000,"1,200원",828,11,9.6
191193818,242,Do it! 오토캐드 2027 + AI,"건축, 인테리어, 기계 실무에 최적화된 입문서",박한울,이지스퍼블리싱,2026년 06월,10%,27900,31000,"1,550원",1128,10,10.0
190997764,243,AI 3D 모델링,,양영민,비엘북스,2026년 06월,10%,22500,25000,"1,250원",1317,0,0.0
189335830,244,게임으로 철학하기,"재미, 예술성, 장르 등 비디오 게임을 둘러싼 수많은 질문들",주자안/정세경 역,현암사,2026년 05월,10%,20700,23000,"1,150원",552,8,10.0
182256559,245,"하루 30분, 나는 제미나이로 돈을 번다",제미나이·Make·캔바·Opal: 아이디어가 돈이 되는 가장 완벽한 AI 워크플로,김민규,한빛미디어,2026년 03월,10%,17100,19000,950원,2508,33,9.3
146492205,246,이게 되네? 챗GPT 미친 기획 X 마케팅 59제,"노션 AI, 리스틀리, 구글 트렌드, 퍼플렉시티, 미리캔버스, 달리, 코파일럿 디자이너, 캔바 등 50여 가지 업무 자동화 일잘러 AI 도구 활용","이나현, 황성민",골든래빗,2025년 06월,10%,23400,26000,"1,300원",3870,6,10.0
193160264,247,원하는 대로 튜닝하는 나만의 sLLM,"비용은 낮게, 보안은 높게, 성능은 내 업무에 딱 맞게!",오지영,길벗,2026년 07월,10%,30600,34000,"1,700원",180,0,0.0
193058538,248,심플 디자인,객관적으로 바라보는 코드 품질,박영록,위키북스,2026년 07월,10%,16200,18000,900원,300,0,0.0
192962342,249,벡터 데이터베이스 설계와 구축,"Vector DB에서 RAG, 그리고 Graph DB까지",송기상,아이리포,2026년 07월,10%,17820,19800,990원,222,0,0.0
192123866,250,공간 컴퓨팅: XR 인터랙션 디자인,공간 인터페이스와 UX 디자인 가이드,박동윤,에이콘출판사,2026년 06월,10%,30600,34000,"1,700원",390,0,0.0
191533966,251,블렌더 3D 아트워크 완성 클래스,"모델링부터 AI 애드온까지, 나만의 감성 카페 만들기",장승필,영진닷컴,2026년 06월,10%,25200,28000,"1,400원",642,12,9.7
190823476,252,퇴근을 앞당기는 AI 업무 활용 루틴,"챗GPT, 퍼플렉시티, 제미나이, 릴리스AI, 냅킨, 감마, Flow, Veo로 완성하는",오언주,시대인,2026년 06월,10%,17100,19000,950원,1512,10,10.0
190213378,253,한 권으로 끝내는 AI 자동화,,"최재용, 이요셉, 이신우, 최금선, 박경희 외 5명 정보 더 보기/감추기 최재용 이요셉 이신우 최금선 박경희 유미경 한주은 오영주 정은진 김진수",두온교육(주),2026년 05월,10%,19800,22000,"1,100원",450,5,10.0
189823964,254,유튜브 AI 비서 고용하기 제미나이 X 노트북LM X 구글 스프레드시트,나만의 ‘슈퍼유튜브시트’ 만들고 데이터로 내 채널 떡상시키기,조현정,골든래빗,2026년 06월,10%,21600,24000,"1,200원",1638,1,10.0
189759363,255,트랜스포머 아키텍처로 배우는 AI 에이전트 with 랭체인 & 랭그래프,"RAG부터 파인튜닝, 양자화, MCP까지",장철원,한빛미디어,2026년 05월,10%,35100,39000,"1,950원",630,3,9.3
189749546,256,AI 게임 개발 시작,누구나 게임을 만든다 (왕초보편),김정태,홍릉,2026년 05월,0%,25000,25000,0원,858,4,10.0
189445450,257,AI 대세전환 안티그래비티 × 바이브 코딩 압도적 업무 역량,"비개발자를 위한 실전 업무 자동화, 웹 크롤링, 웹 서비스","정용범, 손상우, 박성환",프리렉,2026년 05월,10%,27000,30000,"1,500원",1329,28,10.0
189379748,258,"함수형 설계, 객체 지향과 만나다",다르면서 통하는 두 패러다임의 공명,로버트 C. 마틴/장연호 역,인사이트(insight),2026년 05월,10%,29700,33000,"1,650원",720,0,0.0
189353153,259,코딩 자율학습 FastAPI 파이썬 백엔드 개발 입문,따라 하면서 배우는 친절한 파이썬 웹 개발,신동현,길벗,2026년 05월,10%,25200,28000,"1,400원",750,0,0.0
188012932,260,된다! 하루 만에 준비하는 캔바 AI 수업 활용법 with 2022 개정 교육과정,,"정인걸, 김경수",이지스퍼블리싱,2026년 05월,10%,21600,24000,"1,200원",1638,8,10.0
187954810,261,"누구나 코딩하는 시대, 1일 10분 바이브 코딩","로또 번호 생성부터 주가 모니터링, 뉴스레터 자동 발행까지. 깃허브 코파일럿과 대화하며 만드는 나만의 자동화 프로그램",김영욱,한빛미디어,2026년 04월,10%,19800,22000,"1,100원",2040,16,10.0
187572169,262,LangChain과 LangGraph로 만드는 LLM 애플리케이션 2/e,고급 에이전트와 프로덕션 수준의 앱 개발을 위한 올인원 가이드,"벤 아우파스, 레오니드 쿨리긴/옥경석, 박규성 역",에이콘출판사,2026년 04월,10%,36000,40000,"2,000원",888,5,10.0
186524949,263,된다! AI 디자인 2026,나노 바나나 + 미드저니 + 포토샵 AI,김희재,이지스퍼블리싱,2026년 04월,10%,26820,29800,"1,490원",1608,11,10.0
186524948,264,그림으로 이해하는 AWS 구조와 기술,"AWS, 쉽고 재미있게 시작하자!",오가사와라 시게타카/박광수 역,길벗,2026년 04월,10%,23400,26000,"1,300원",1230,44,9.2
186141317,265,"AI시대, 스토리텔링의 재탄생","호모 프롬프트의 시대, 스토리텔링의 문법이 바뀐다!",김태원,파람북,2026년 04월,10%,17100,19000,950원,984,3,10.0
185721925,266,"그냥 따라하다 배우는, 나노바나나 100선",,이재용,비엘북스,2026년 04월,10%,19800,22000,"1,100원",972,0,0.0
184269953,267,수업과 업무에 바로 적용하는 생성형 AI 활용 58제,"챗GPT, 제미나이, 클로드, 노트북LM, 바이브코딩, 수업활용, 업무자동화, 교육용AI챗봇 / 수업 준비, 평가, 학급운영, 행정업무, 지식시스템 구축하기 까지",임세범,앤써북,2026년 04월,10%,16920,18800,940원,3420,7,9.7
183708092,268,돈이 들어오는 무재고 위탁판매 쇼핑몰,도매매&스마트스토어&쿠팡으로 운영하는 무재고 위탁판매 가이드,전진수,혜지원,2026년 03월,10%,15300,17000,850원,1476,6,10.0
182995232,269,AI 자율학습 제미나이로 일 잘하는 법,"기획, 마케팅, 디자인, 영업/CS, 인사/교육 직무별 활용 사례, 나노 바나나, 비오, 리리아, 딥 리서치, 캔버스, Gems, NotebookLM, Flow, 구글 AI 스튜디오를 한 권에!",성구(강성규),길벗,2026년 04월,10%,23400,26000,"1,300원",3234,44,9.8
182134623,270,옵시디언 프로페셔널 노트,플러그인과 AI로 확장하는 지식 관리 워크플로,구요한,리코멘드,2026년 03월,10%,22500,25000,"1,250원",5652,35,9.9
182019497,271,맛있는 디자인 일러스트레이터 CC 2026,핵심 기능을 담은 기본편 + 실무 예제가 풍부한 활용편,박정아,한빛미디어,2026년 03월,10%,24300,27000,"1,350원",1470,10,9.8
180510836,272,"오픈클로 with GPT, 제미나이, 클로드",내 컴퓨터에서 일하는 AI 집사,강민혁,한빛미디어,2026년 03월,10%,19800,22000,"1,100원",9819,25,9.5
180335619,273,요즘 직장인을 위한 실무 보고서 작성 비법,"기획서, 소개서, 이메일, 품의서, 계약서, 공문서 작성까지 AI는 모르는, 우리 회사에서 인정받는 보고서 글쓰기 특강",김태영,시프트,2026년 03월,10%,18000,20000,"1,000원",2598,9,10.0
177288116,274,엑셀로 시작하는 데이터 분석과 업무 자동화,,김철,영진닷컴,2026년 02월,10%,28800,32000,"1,600원",1230,18,10.0
177123635,275,대체불가능,"인공지능 시대, 기계가 넘볼 수 없는 독보적 인간이 되는 법",파스칼 보넷/김정민 역,제이펍,2026년 02월,10%,19800,22000,"1,100원",1023,11,10.0
176538801,276,팔란티어처럼 해체하고 연결하고 장악하라,"비즈니스를 압도적 결과로 이끄는 유일한 AI 운영체제, 온톨로지",정관영,골든래빗,2026년 02월,10%,21600,24000,"1,200원",4098,62,10.0
174197933,277,무조건 도움되는 유아교사 업무경감,에듀테크 & AI 활용,"김나영, 남동윤, 이영은, 장효정, 최지이 외 1명 정보 더 보기/감추기 김나영 남동윤 이영은 장효정 최지이 황경미",교육과실천,2026년 01월,10%,22950,25500,"1,270원",2802,9,10.0
171566846,278,제로클릭,"클릭의 종말, AI 시대의 생존 전략",손승완,길벗,2026년 01월,10%,16920,18800,940원,5499,51,9.7
170504549,279,LLM을 위한 프롬프트 엔지니어링,"LLM 구조 이해부터 프롬프트 전략, 대화형 에이전트 설계, 성과 평가까지","존 베리먼, 앨버트 지글러/김정인 역",제이펍,2026년 01월,10%,25200,28000,"1,400원",2604,7,9.7
168840773,280,수노로 시작하는 AI 작곡,"10분이면 완성하는 배경음악, 대중음악, 동요 제작 가이드","강성우, 한나래",제이펍,2025년 12월,10%,18000,20000,"1,000원",4488,23,8.8
168226328,281,"Dify, 코딩 없이 AI 앱 개발의 시작",RAG·LLM 워크플로우 기반 에이전트로 완성하는 실무형 AI 시스템,"멀티코어, 조준희, 강장묵, 이상한, 윤철희",프리렉,2025년 12월,10%,22500,25000,"1,250원",768,4,10.0
167463337,282,그로스 해킹 (10주년 기념 증보판),데이터로 증명하는 성장의 공식,라이언 홀리데이/고영혁 역,길벗,2025년 11월,10%,19800,22000,"1,100원",3237,20,9.7
167434734,283,2026 AI 교육 트렌드,7인의 교육 전문가가 전하는 생생한 현장 인사이트 리포트,"박소이, 유영걸, 오유나, 김영준, 김정환 외 2명 정보 더 보기/감추기 박소이 유영걸 오유나 김영준 김정환 정나래 한창훈",길벗,2025년 12월,10%,22500,25000,"1,250원",5373,23,10.0
167405152,284,일 잘하는 엔지니어의 생각 기법,"시스템 성능 개선과 최적화, 문제 해결의 속도를 높이는 사고의 기술",캐리 밀샙/장현희 역,책만,2025년 11월,10%,22500,25000,"1,250원",6102,13,9.7
163495217,285,학교 업무가 쉬워지는 구글 스프레드시트 실전 가이드북,“칼퇴하는 옆반 선생님의 비밀!”,"김동호, 민동수, 박준택, 오보람, 윤수진 외 1명 정보 더 보기/감추기 김동호 민동수 박준택 오보람 윤수진 나혜진",씨마스21,2026년 01월,10%,19800,22000,"1,100원",7134,33,10.0
162224477,286,MCP 실전 활용 & 서버 개발 핵심 가이드,"MCP 기초와 서버 활용법부터 데이터 분석, AI 비서, 주식 거래를 위한 MCP 서버 구축까지",AI튜터랩,위키북스,2025년 11월,10%,25200,28000,"1,400원",2886,1,10.0
162178083,287,레트로 게임 만들기 with 파이썬,"핑퐁, 벽돌 깨기, FPS 10개 슈팅 게임으로 마스터하는 파이썬 & Pygame","조수현, 김이현, 이승현, 노근우",루비페이퍼,2025년 11월,10%,31500,35000,"1,750원",906,1,10.0
161420414,288,스케치업&엔스케이프 트레이닝 북,모델링과 렌더링을 함께 익히면서 실무 체력을 튼튼하게 기른다!,강석창,한빛미디어,2025년 10월,10%,28800,32000,"1,600원",1932,27,10.0
151780100,289,된다! 하루 만에 만드는 AI 사진 & 이미지,"챗GPT부터 미드저니까지 다 통한다! 광고 사진, 카드 뉴스, 섬네일, AI 인물 모델 등 인스타그램, 유튜브, 블로그 어디든 활용 가능!",김원석,이지스퍼블리싱,2025년 08월,10%,16020,17800,890원,4008,40,10.0
151170115,290,챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템,엑셀 VBA와 AI로 시작하는 금융 프로그래밍,설근민,제이펍,2025년 08월,10%,22500,25000,"1,250원",2532,9,9.8
150619242,291,실전! 프로젝트로 배우는 딥러닝 컴퓨터비전,영상분석 이론부터 엔비디아 젯슨 나노를 활용한 자율주행 실습까지,"김혜진, 왕진영",위키북스,2025년 08월,10%,31500,35000,"1,750원",1044,2,10.0
150009333,292,보고서 기획서 고민 없이 시작해서 30분 만에 끝내주는 프롬프트 책,feat. 챗GPT·퍼플렉시티·젠스파크·클로드·제미나이·그록·코파일럿·마누스·딥시크·펠로·뤼튼·클로바X·마이크로소프트 디자이너·이미지 크리에이터·릴스AI·윔지컬·슬라이드고·샬리·캔바·감마,박경수,한빛비즈,2025년 08월,10%,19800,22000,"1,100원",3798,16,9.0
149659316,293,가장 쉬운 독학 캔바 첫걸음,"자영업자, N잡러, 크리에이터, 마케터, 교사는 물론 일반 직장인까지 캔바를 활용하면 누구나 쉽고 빠르게 전문가처럼 디자인할 수 있다!","원정민, 조영진, 신명진, 이상수",동양북스(동양books),2025년 07월,10%,24750,27500,"1,370원",1584,23,9.9
147561155,294,회사에서 바로 통하는 실무 엑셀,모든 버전 사용 가능,한은숙,한빛미디어,2025년 06월,10%,20700,23000,"1,150원",4362,34,9.8
147129792,295,처음이야? 파이썬 데이터 분석,동영상 강의로 배우는 259개 코드 따라하기,"윤영빈, 이용희, 오환",영진닷컴,2025년 06월,10%,19800,22000,"1,100원",1302,14,10.0
146828240,296,핸즈온 LLM,"프롬프트 엔지니어링부터 임베딩, 시맨틱 검색, 미세 튜닝까지, 손에 잡히는 LLM 개념","제이 알아마르, 마르턴 흐루턴도르스트/박해선 역",한빛미디어,2025년 06월,10%,34200,38000,"1,900원",6234,25,9.8
145983717,297,Do it! 오토캐드 2026,"초보자도 6일이면 설계 도면 그린다! 건축, 인테리어, 기계 실무에 최적화된 입문서",박한울,이지스퍼블리싱,2025년 05월,10%,26550,29500,"1,470원",4116,11,10.0
145761422,298,주니어 백엔드 개발자가 반드시 알아야 할 실무 지식,시행착오를 줄여주는 실무 밀착 백엔드 개발 가이드,최범균,한빛미디어,2025년 04월,10%,25200,28000,"1,400원",5484,28,9.8
145612410,299,모두의 딥러닝,누구나 쉽게 이해하는 딥러닝,조태호,길벗,2025년 04월,10%,26100,29000,"1,450원",3186,13,10.0
145572152,300,디자인 감각 제대로 키우는 법,"아이디어 발상, 레이아웃 요령까지 부족한 감각을 채워주는 모두를 위한 디자인 기본 원칙",가마타 다카시/김현미 역,시프트,2025년 05월,10%,17100,19000,950원,2334,10,9.6
144690322,301,할 수 있다! 엑셀 2021 기초,,장경숙,시대인,2025년 04월,10%,10800,12000,600원,1020,11,10.0
141310358,302,교실에서 바로 쓰는 챗GPT 교사 활용법,프롬프트 활용법/생성형AI 활용 수업/개념기반 수업/평가 루브릭 만들기/학교 업무 활용/수업자료 만들기,유수근,앤써북,2025년 01월,10%,17820,19800,990원,3189,22,9.9
140837116,303,코드팩토리의 플러터 프로그래밍 (3판),"Dart&Flutter 입문부터 AI 챗봇과 파이어베이스/슈파베이스/인증/광고/배포까지, 안드로이드+iOS 10가지 모바일 앱 만들기",최지호,골든래빗,2025년 01월,10%,39600,44000,"2,200원",1950,4,10.0
140407763,304,된다! 7일 구글 스프레드시트,,이지현,이지스퍼블리싱,2025년 01월,10%,18000,20000,"1,000원",1929,10,10.0
139734696,305,혁펜하임의 Easy! 딥러닝,,혁펜하임,북엔드,2024년 11월,10%,31500,35000,"1,750원",3216,36,9.9
135796323,306,머니코치 최준호의 네이버 3대장 마케팅,"블로그, 스마트플레이스, 카페 마케팅 한 권으로 끝내기",최준호,한빛미디어,2024년 10월,10%,19800,22000,"1,100원",1230,32,9.5
135733019,307,규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙,,장선웅,북랩,2024년 10월,10%,27000,30000,"1,500원",2178,0,0.0
134648807,308,밑바닥부터 시작하는 딥러닝 5,10단계로 익히는 이미지 생성 모델의 원리,사이토 고키/개앞맵시 역,한빛미디어,2024년 10월,10%,29700,33000,"1,650원",2088,20,9.7
133337416,309,20가지 템플릿으로 배우는 노션 Notion,"일정, 성과 관리, 포트폴리오, 아카이빙, 협업 문서까지 만들면서 배우는 노션",전시진,시프트,2024년 10월,10%,18000,20000,"1,000원",3522,370,9.7
130156635,310,AI를 위한 필수 수학,"AI 시스템에 쓰이는 통계학, 선형 대수학, 미적분학",할라 넬슨/안민재 역,한빛미디어,2024년 08월,10%,40500,45000,"2,250원",2643,12,9.5
130156178,311,"2022 개정 교육과정 평가, AI로 날개를 달다 (개념기반 교육과정)","백워드 설계, 루브릭, 성장중심평가, AI코스웨어, 사회정서학습, IB교육, 평가와 피드백 지원 플랫폼","지미정, 오한나, 노명호, 권의선, 김영수 외 4명 정보 더 보기/감추기 지미정 오한나 노명호 권의선 김영수 이진원 장희영 소민영 조보현",앤써북,2024년 09월,10%,18900,21000,"1,050원",10425,19,9.9
129081594,312,LLM을 활용한 실전 AI 애플리케이션 개발,"LLM의 기본부터 모델 학습, 임베딩, 벡터 데이터베이스로 만드는 RAG까지",허정준/정진호 그림/박재호 감수,책만,2024년 07월,10%,28800,32000,"1,600원",4116,31,9.3
128725552,313,색 잘 쓰는 디자이너,디자이너에게 영감을 주는 배색·디자인 아이디어 800가지,고바야시 레나/강아윤 감수,이지스퍼블리싱,2024년 08월,10%,16200,18000,900원,2340,31,9.9
126829855,314,엔트리 인공지능 with 햄스터 로봇,,"강윤지, 박찬규, 강성웅, 김원유, 심재민 외 5명 정보 더 보기/감추기 강윤지 박찬규 강성웅 김원유 심재민 김연구 홍성용 김경상 정인재 박광현",영진닷컴,2024년 05월,10%,16200,18000,900원,2514,4,9.5
126332003,315,권학봉의 포토샵&라이트룸 클래식 사진보정 강의,,권학봉,황금부엉이,2024년 05월,10%,44550,49500,"2,470원",2160,8,10.0
126181417,316,챗GPT 프롬프트 120% 질문 기술,업무 속도 10배 향상!,ChatGPT 비즈니스 연구회/김모세 역,정보문화사,2024년 04월,10%,13500,15000,750원,2364,41,9.3
125886358,317,UX/UI의 10가지 심리학 법칙,사용자의 마음을 읽는 인간 중심 제품과 서비스 디자인,존 야블론스키/이미령 역,책만,2024년 04월,10%,16200,18000,900원,2376,11,10.0
